"state_id","state","year","projected_population"
23,"Quintana Roo",1996,734420
23,"Quintana Roo",1997,776486
23,"Quintana Roo",1998,819113
23,"Quintana Roo",1999,862250
23,"Quintana Roo",2000,903923
23,"Quintana Roo",2001,944911
23,"Quintana Roo",2002,987352
23,"Quintana Roo",2003,1030697
23,"Quintana Roo",2004,1074660
23,"Quintana Roo",2005,1119547
23,"Quintana Roo",2006,1163300
23,"Quintana Roo",2007,1206051
23,"Quintana Roo",2008,1250391
23,"Quintana Roo",2009,1295873
23,"Quintana Roo",2010,1332929
23,"Quintana Roo",2011,1366947
23,"Quintana Roo",2012,1406411
23,"Quintana Roo",2013,1445879
23,"Quintana Roo",2014,1485510
23,"Quintana Roo",2015,1524873
23,"Quintana Roo",2016,1564920
23,"Quintana Roo",2017,1605362
23,"Quintana Roo",2018,1645237
23,"Quintana Roo",2019,1684541
23,"Quintana Roo",2020,1723259
23,"Quintana Roo",2021,1761389
23,"Quintana Roo",2022,1798913
23,"Quintana Roo",2023,1835796
23,"Quintana Roo",2024,1872048
23,"Quintana Roo",2025,1907656
23,"Quintana Roo",2026,1942609
23,"Quintana Roo",2027,1976875
23,"Quintana Roo",2028,2010478
23,"Quintana Roo",2029,2043413
23,"Quintana Roo",2030,2075660
23,"Quintana Roo",2031,2107252
23,"Quintana Roo",2032,2138152
23,"Quintana Roo",2033,2168369
23,"Quintana Roo",2034,2197899
23,"Quintana Roo",2035,2226728
23,"Quintana Roo",2036,2254835
23,"Quintana Roo",2037,2282210
23,"Quintana Roo",2038,2308852
23,"Quintana Roo",2039,2334714
23,"Quintana Roo",2040,2359796
23,"Quintana Roo",2041,2384080
23,"Quintana Roo",2042,2407554
23,"Quintana Roo",2043,2430208
23,"Quintana Roo",2044,2452042
23,"Quintana Roo",2045,2473022
23,"Quintana Roo",2046,2493151
23,"Quintana Roo",2047,2512417
23,"Quintana Roo",2048,2530822
23,"Quintana Roo",2049,2548364
23,"Quintana Roo",2050,2565037
24,"San Luis Potosí",1970,1349706
24,"San Luis Potosí",1971,1384104
24,"San Luis Potosí",1972,1419173
24,"San Luis Potosí",1973,1454407
24,"San Luis Potosí",1974,1489834
24,"San Luis Potosí",1975,1525356
24,"San Luis Potosí",1976,1560545
24,"San Luis Potosí",1977,1595142
24,"San Luis Potosí",1978,1629252
24,"San Luis Potosí",1979,1662765
24,"San Luis Potosí",1980,1697439
24,"San Luis Potosí",1981,1735463
24,"San Luis Potosí",1982,1775217
24,"San Luis Potosí",1983,1814620
24,"San Luis Potosí",1984,1853581
24,"San Luis Potosí",1985,1891974
24,"San Luis Potosí",1986,1929928
24,"San Luis Potosí",1987,1967500
24,"San Luis Potosí",1988,2004480
24,"San Luis Potosí",1989,2040754
24,"San Luis Potosí",1990,2074600
24,"San Luis Potosí",1991,2106098
24,"San Luis Potosí",1992,2136865
24,"San Luis Potosí",1993,2166725
24,"San Luis Potosí",1994,2195598
24,"San Luis Potosí",1995,2223387
24,"San Luis Potosí",1996,2248780
24,"San Luis Potosí",1997,2271929
24,"San Luis Potosí",1998,2294051
24,"San Luis Potosí",1999,2315149
24,"San Luis Potosí",2000,2338160
24,"San Luis Potosí",2001,2365016
24,"San Luis Potosí",2002,2393415
24,"San Luis Potosí",2003,2421943
24,"San Luis Potosí",2004,2450078
24,"San Luis Potosí",2005,2478522
24,"San Luis Potosí",2006,2506073
24,"San Luis Potosí",2007,2532954
24,"San Luis Potosí",2008,2561307
24,"San Luis Potosí",2009,2590151
24,"San Luis Potosí",2010,2621113
24,"San Luis Potosí",2011,2652434
24,"San Luis Potosí",2012,2680708
24,"San Luis Potosí",2013,2707747
24,"San Luis Potosí",2014,2733855
24,"San Luis Potosí",2015,2758239
24,"San Luis Potosí",2016,2781457
24,"San Luis Potosí",2017,2803692
24,"San Luis Potosí",2018,2825157
24,"San Luis Potosí",2019,2845959
24,"San Luis Potosí",2020,2866142
24,"San Luis Potosí",2021,2885705
24,"San Luis Potosí",2022,2904652
24,"San Luis Potosí",2023,2922963
24,"San Luis Potosí",2024,2940651
24,"San Luis Potosí",2025,2957714
24,"San Luis Potosí",2026,2974106
24,"San Luis Potosí",2027,2989849
24,"San Luis Potosí",2028,3004891
24,"San Luis Potosí",2029,3019262
24,"San Luis Potosí",2030,3032911
24,"San Luis Potosí",2031,3045822
24,"San Luis Potosí",2032,3057988
24,"San Luis Potosí",2033,3069420
24,"San Luis Potosí",2034,3080134
24,"San Luis Potosí",2035,3090136
24,"San Luis Potosí",2036,3099440
24,"San Luis Potosí",2037,3108058
24,"San Luis Potosí",2038,3115996
24,"San Luis Potosí",2039,3123238
24,"San Luis Potosí",2040,3129807
24,"San Luis Potosí",2041,3135652
24,"San Luis Potosí",2042,3140791
24,"San Luis Potosí",2043,3145208
24,"San Luis Potosí",2044,3148918
24,"San Luis Potosí",2045,3151896
24,"San Luis Potosí",2046,3154163
24,"San Luis Potosí",2047,3155708
24,"San Luis Potosí",2048,3156550
24,"San Luis Potosí",2049,3156669
24,"San Luis Potosí",2050,3156095
25,"Sinaloa",1970,1324748
25,"Sinaloa",1971,1373253
25,"Sinaloa",1972,1423344
25,"Sinaloa",1973,1474576
25,"Sinaloa",1974,1526973
25,"Sinaloa",1975,1580485
25,"Sinaloa",1976,1634711
25,"Sinaloa",1977,1689424
25,"Sinaloa",1978,1744686
25,"Sinaloa",1979,1800362
25,"Sinaloa",1980,1852924
25,"Sinaloa",1981,1898962
25,"Sinaloa",1982,1941610
25,"Sinaloa",1983,1983943
25,"Sinaloa",1984,2025871
25,"Sinaloa",1985,2067297
25,"Sinaloa",1986,2108324
25,"Sinaloa",1987,2149034
25,"Sinaloa",1988,2189215
25,"Sinaloa",1989,2228748
25,"Sinaloa",1990,2266834
25,"Sinaloa",1991,2303537
25,"Sinaloa",1992,2339617
25,"Sinaloa",1993,2374827
25,"Sinaloa",1994,2409152
25,"Sinaloa",1995,2442509
25,"Sinaloa",1996,2471732
25,"Sinaloa",1997,2496840
25,"Sinaloa",1998,2520813
25,"Sinaloa",1999,2543638
25,"Sinaloa",2000,2564133
25,"Sinaloa",2001,2584506
25,"Sinaloa",2002,2606531
25,"Sinaloa",2003,2628573
25,"Sinaloa",2004,2650082
25,"Sinaloa",2005,2671826
25,"Sinaloa",2006,2694988
25,"Sinaloa",2007,2719764
25,"Sinaloa",2008,2745887
25,"Sinaloa",2009,2772294
25,"Sinaloa",2010,2806695
25,"Sinaloa",2011,2850246
25,"Sinaloa",2012,2893415
25,"Sinaloa",2013,2935385
25,"Sinaloa",2014,2976480
25,"Sinaloa",2015,3015790
25,"Sinaloa",2016,3049383
25,"Sinaloa",2017,3077430
25,"Sinaloa",2018,3104610
25,"Sinaloa",2019,3131012
25,"Sinaloa",2020,3156674
25,"Sinaloa",2021,3181609
25,"Sinaloa",2022,3205838
25,"Sinaloa",2023,3229357
25,"Sinaloa",2024,3252158
25,"Sinaloa",2025,3274209
25,"Sinaloa",2026,3295524
25,"Sinaloa",2027,3316087
25,"Sinaloa",2028,3335892
25,"Sinaloa",2029,3354937
25,"Sinaloa",2030,3373190
25,"Sinaloa",2031,3390657
25,"Sinaloa",2032,3407322
25,"Sinaloa",2033,3423168
25,"Sinaloa",2034,3438180
25,"Sinaloa",2035,3452378
25,"Sinaloa",2036,3465750
25,"Sinaloa",2037,3478293
25,"Sinaloa",2038,3489987
25,"Sinaloa",2039,3500856
25,"Sinaloa",2040,3510874
25,"Sinaloa",2041,3520059
25,"Sinaloa",2042,3528406
25,"Sinaloa",2043,3535920
25,"Sinaloa",2044,3542591
25,"Sinaloa",2045,3548430
25,"Sinaloa",2046,3553466
25,"Sinaloa",2047,3557673
25,"Sinaloa",2048,3561093
25,"Sinaloa",2049,3563695
25,"Sinaloa",2050,3565524
26,"Sonora",1970,1150886
26,"Sonora",1971,1185576
26,"Sonora",1972,1221234
26,"Sonora",1973,1257444
26,"Sonora",1974,1294235
26,"Sonora",1975,1331593
26,"Sonora",1976,1369171
26,"Sonora",1977,1406823
26,"Sonora",1978,1444595
26,"Sonora",1979,1482381
26,"Sonora",1980,1519803
26,"Sonora",1981,1556677
26,"Sonora",1982,1593292
26,"Sonora",1983,1629777
26,"Sonora",1984,1666073
26,"Sonora",1985,1702075
26,"Sonora",1986,1737875
26,"Sonora",1987,1773554
26,"Sonora",1988,1808923
26,"Sonora",1989,1843879
26,"Sonora",1990,1882899
26,"Sonora",1991,1926154
26,"Sonora",1992,1969259
26,"Sonora",1993,2011980
26,"Sonora",1994,2054290
26,"Sonora",1995,2096083
26,"Sonora",1996,2131728
26,"Sonora",1997,2161176
26,"Sonora",1998,2189792
26,"Sonora",1999,2217529
26,"Sonora",2000,2249571
26,"Sonora",2001,2287914
26,"Sonora",2002,2327937
26,"Sonora",2003,2368275
26,"Sonora",2004,2408426
26,"Sonora",2005,2449098
26,"Sonora",2006,2493190
26,"Sonora",2007,2541130
26,"Sonora",2008,2590980
26,"Sonora",2009,2641800
26,"Sonora",2010,2687480
26,"Sonora",2011,2728730
26,"Sonora",2012,2769535
26,"Sonora",2013,2809131
26,"Sonora",2014,2847816
26,"Sonora",2015,2884754
26,"Sonora",2016,2922666
26,"Sonora",2017,2961810
26,"Sonora",2018,3000127
26,"Sonora",2019,3037752
26,"Sonora",2020,3074745
26,"Sonora",2021,3111119
26,"Sonora",2022,3146894
26,"Sonora",2023,3182072
26,"Sonora",2024,3216651
26,"Sonora",2025,3250609
26,"Sonora",2026,3283941
26,"Sonora",2027,3316618
26,"Sonora",2028,3348676
26,"Sonora",2029,3380057
26,"Sonora",2030,3410763
26,"Sonora",2031,3440763
26,"Sonora",2032,3470043
26,"Sonora",2033,3498550
26,"Sonora",2034,3526270
26,"Sonora",2035,3553180
26,"Sonora",2036,3579274
26,"Sonora",2037,3604513
26,"Sonora",2038,3628879
26,"Sonora",2039,3652353
26,"Sonora",2040,3674945
26,"Sonora",2041,3696646
26,"Sonora",2042,3717414
26,"Sonora",2043,3737281
26,"Sonora",2044,3756252
26,"Sonora",2045,3774314
26,"Sonora",2046,3791472
26,"Sonora",2047,3807730
26,"Sonora",2048,3823108
26,"Sonora",2049,3837605
26,"Sonora",2050,3851223
27,"Tabasco",1970,807996
27,"Tabasco",1971,833050
27,"Tabasco",1972,858774
27,"Tabasco",1973,884856
27,"Tabasco",1974,911291
27,"Tabasco",1975,938035
27,"Tabasco",1976,964864
27,"Tabasco",1977,991631
27,"Tabasco",1978,1018344
27,"Tabasco",1979,1044965
27,"Tabasco",1980,1076455
27,"Tabasco",1981,1118243
27,"Tabasco",1982,1165776
27,"Tabasco",1983,1214064
27,"Tabasco",1984,1263023
27,"Tabasco",1985,1312533
27,"Tabasco",1986,1362661
27,"Tabasco",1987,1413422
27,"Tabasco",1988,1464641
27,"Tabasco",1989,1516231
27,"Tabasco",1990,1561827
27,"Tabasco",1991,1601324
27,"Tabasco",1992,1640875
27,"Tabasco",1993,1680351
27,"Tabasco",1994,1719682
27,"Tabasco",1995,1758806
27,"Tabasco",1996,1795499
27,"Tabasco",1997,1829851
27,"Tabasco",1998,1863944
27,"Tabasco",1999,1897742
27,"Tabasco",2000,1925107
27,"Tabasco",2001,1947490
27,"Tabasco",2002,1971355
27,"Tabasco",2003,1995453
27,"Tabasco",2004,2019302
27,"Tabasco",2005,2043541
27,"Tabasco",2006,2077489
27,"Tabasco",2007,2121626
27,"Tabasco",2008,2167689
27,"Tabasco",2009,2214835
27,"Tabasco",2010,2255253
27,"Tabasco",2011,2290095
27,"Tabasco",2012,2325367
27,"Tabasco",2013,2359785
27,"Tabasco",2014,2393656
27,"Tabasco",2015,2426269
27,"Tabasco",2016,2457373
27,"Tabasco",2017,2486932
27,"Tabasco",2018,2515926
27,"Tabasco",2019,2544372
27,"Tabasco",2020,2572287
27,"Tabasco",2021,2599658
27,"Tabasco",2022,2626490
27,"Tabasco",2023,2652789
27,"Tabasco",2024,2678564
27,"Tabasco",2025,2703816
27,"Tabasco",2026,2728555
27,"Tabasco",2027,2752790
27,"Tabasco",2028,2776519
27,"Tabasco",2029,2799761
27,"Tabasco",2030,2822526
27,"Tabasco",2031,2844821
27,"Tabasco",2032,2866641
27,"Tabasco",2033,2887959
27,"Tabasco",2034,2908780
27,"Tabasco",2035,2929104
27,"Tabasco",2036,2948889
27,"Tabasco",2037,2968129
27,"Tabasco",2038,2986811
27,"Tabasco",2039,3004943
27,"Tabasco",2040,3022490
27,"Tabasco",2041,3039424
27,"Tabasco",2042,3055756
27,"Tabasco",2043,3071472
27,"Tabasco",2044,3086557
27,"Tabasco",2045,3101007
27,"Tabasco",2046,3114809
27,"Tabasco",2047,3127978
27,"Tabasco",2048,3140503
27,"Tabasco",2049,3152392
27,"Tabasco",2050,3163647
28,"Tamaulipas",1970,1520218
28,"Tamaulipas",1971,1560241
28,"Tamaulipas",1972,1601176
28,"Tamaulipas",1973,1642525
28,"Tamaulipas",1974,1684340
28,"Tamaulipas",1975,1726556
28,"Tamaulipas",1976,1768754
28,"Tamaulipas",1977,1810692
28,"Tamaulipas",1978,1852495
28,"Tamaulipas",1979,1894003
28,"Tamaulipas",1980,1934895
28,"Tamaulipas",1981,1975210
28,"Tamaulipas",1982,2015135
28,"Tamaulipas",1983,2054635
28,"Tamaulipas",1984,2093602
28,"Tamaulipas",1985,2131918
28,"Tamaulipas",1986,2169695
28,"Tamaulipas",1987,2207041
28,"Tamaulipas",1988,2243681
28,"Tamaulipas",1989,2279519
28,"Tamaulipas",1990,2319930
28,"Tamaulipas",1991,2365244
28,"Tamaulipas",1992,2410200
28,"Tamaulipas",1993,2454503
28,"Tamaulipas",1994,2498113
28,"Tamaulipas",1995,2540888
28,"Tamaulipas",1996,2588774
28,"Tamaulipas",1997,2642006
28,"Tamaulipas",1998,2694610
28,"Tamaulipas",1999,2746487
28,"Tamaulipas",2000,2798639
28,"Tamaulipas",2001,2853540
28,"Tamaulipas",2002,2910730
28,"Tamaulipas",2003,2968478
28,"Tamaulipas",2004,3026175
28,"Tamaulipas",2005,3084638
28,"Tamaulipas",2006,3134911
28,"Tamaulipas",2007,3177190
28,"Tamaulipas",2008,3221329
28,"Tamaulipas",2009,3266069
28,"Tamaulipas",2010,3310309
28,"Tamaulipas",2011,3352122
28,"Tamaulipas",2012,3390260
28,"Tamaulipas",2013,3426690
28,"Tamaulipas",2014,3461851
28,"Tamaulipas",2015,3494719
28,"Tamaulipas",2016,3527104
28,"Tamaulipas",2017,3559268
28,"Tamaulipas",2018,3590486
28,"Tamaulipas",2019,3620910
28,"Tamaulipas",2020,3650602
28,"Tamaulipas",2021,3679623
28,"Tamaulipas",2022,3708008
28,"Tamaulipas",2023,3735776
28,"Tamaulipas",2024,3762955
28,"Tamaulipas",2025,3789557
28,"Tamaulipas",2026,3815588
28,"Tamaulipas",2027,3841042
28,"Tamaulipas",2028,3865920
28,"Tamaulipas",2029,3890199
28,"Tamaulipas",2030,3913885
28,"Tamaulipas",2031,3936940
28,"Tamaulipas",2032,3959337
28,"Tamaulipas",2033,3981050
28,"Tamaulipas",2034,4002045
28,"Tamaulipas",2035,4022328
28,"Tamaulipas",2036,4041833
28,"Tamaulipas",2037,4060585
28,"Tamaulipas",2038,4078545
28,"Tamaulipas",2039,4095699
28,"Tamaulipas",2040,4112026
28,"Tamaulipas",2041,4127517
28,"Tamaulipas",2042,4142149
28,"Tamaulipas",2043,4155941
28,"Tamaulipas",2044,4168903
28,"Tamaulipas",2045,4181047
28,"Tamaulipas",2046,4192372
28,"Tamaulipas",2047,4202865
28,"Tamaulipas",2048,4212563
28,"Tamaulipas",2049,4221493
28,"Tamaulipas",2050,4229654
29,"Tlaxcala",1970,441624
29,"Tlaxcala",1971,453423
29,"Tlaxcala",1972,465465
29,"Tlaxcala",1973,477617
29,"Tlaxcala",1974,489875
29,"Tlaxcala",1975,502219
29,"Tlaxcala",1976,514499
29,"Tlaxcala",1977,526634
29,"Tlaxcala",1978,538647
29,"Tlaxcala",1979,550515
29,"Tlaxcala",1980,564784
29,"Tlaxcala",1981,584348
29,"Tlaxcala",1982,606851
29,"Tlaxcala",1983,629660
29,"Tlaxcala",1984,652740
29,"Tlaxcala",1985,676059
29,"Tlaxcala",1986,699620
29,"Tlaxcala",1987,723432
29,"Tlaxcala",1988,747443
29,"Tlaxcala",1989,771575
29,"Tlaxcala",1990,793468
29,"Tlaxcala",1991,813099
29,"Tlaxcala",1992,832743
29,"Tlaxcala",1993,852298
29,"Tlaxcala",1994,871744
29,"Tlaxcala",1995,891038
29,"Tlaxcala",1996,910176
29,"Tlaxcala",1997,929160
29,"Tlaxcala",1998,947957
29,"Tlaxcala",1999,966566
29,"Tlaxcala",2000,985704
29,"Tlaxcala",2001,1006183
29,"Tlaxcala",2002,1027534
29,"Tlaxcala",2003,1049132
29,"Tlaxcala",2004,1070738
29,"Tlaxcala",2005,1092677
29,"Tlaxcala",2006,1112330
29,"Tlaxcala",2007,1129802
29,"Tlaxcala",2008,1148108
29,"Tlaxcala",2009,1166802
29,"Tlaxcala",2010,1185869
29,"Tlaxcala",2011,1207060
29,"Tlaxcala",2012,1229572
29,"Tlaxcala",2013,1251774
29,"Tlaxcala",2014,1273768
29,"Tlaxcala",2015,1295194
29,"Tlaxcala",2016,1314415
29,"Tlaxcala",2017,1331372
29,"Tlaxcala",2018,1347932
29,"Tlaxcala",2019,1364147
29,"Tlaxcala",2020,1380011
29,"Tlaxcala",2021,1395545
29,"Tlaxcala",2022,1410744
29,"Tlaxcala",2023,1425604
29,"Tlaxcala",2024,1440126
29,"Tlaxcala",2025,1454302
29,"Tlaxcala",2026,1468134
29,"Tlaxcala",2027,1481620
29,"Tlaxcala",2028,1494751
29,"Tlaxcala",2029,1507531
29,"Tlaxcala",2030,1519945
29,"Tlaxcala",2031,1531979
29,"Tlaxcala",2032,1543647
29,"Tlaxcala",2033,1554941
29,"Tlaxcala",2034,1565832
29,"Tlaxcala",2035,1576337
29,"Tlaxcala",2036,1586455
29,"Tlaxcala",2037,1596175
29,"Tlaxcala",2038,1605500
29,"Tlaxcala",2039,1614413
29,"Tlaxcala",2040,1622897
29,"Tlaxcala",2041,1630968
29,"Tlaxcala",2042,1638608
29,"Tlaxcala",2043,1645808
29,"Tlaxcala",2044,1652571
29,"Tlaxcala",2045,1658902
29,"Tlaxcala",2046,1664770
29,"Tlaxcala",2047,1670209
29,"Tlaxcala",2048,1675193
29,"Tlaxcala",2049,1679749
29,"Tlaxcala",2050,1683836
30,"Veracruz de Ignacio de la Llave",1970,4023704
30,"Veracruz de Ignacio de la Llave",1971,4155795
30,"Veracruz de Ignacio de la Llave",1972,4291861
30,"Veracruz de Ignacio de la Llave",1973,4430462
30,"Veracruz de Ignacio de la Llave",1974,4571750
30,"Veracruz de Ignacio de la Llave",1975,4715572
30,"Veracruz de Ignacio de la Llave",1976,4860718
30,"Veracruz de Ignacio de la Llave",1977,5006568
30,"Veracruz de Ignacio de la Llave",1978,5153377
30,"Veracruz de Ignacio de la Llave",1979,5300873
30,"Veracruz de Ignacio de la Llave",1980,5438454
30,"Veracruz de Ignacio de la Llave",1981,5555464
30,"Veracruz de Ignacio de la Llave",1982,5661179
30,"Veracruz de Ignacio de la Llave",1983,5764923
30,"Veracruz de Ignacio de la Llave",1984,5866270
30,"Veracruz de Ignacio de la Llave",1985,5964876
30,"Veracruz de Ignacio de la Llave",1986,6061052
30,"Veracruz de Ignacio de la Llave",1987,6155016
30,"Veracruz de Ignacio de la Llave",1988,6246050
30,"Veracruz de Ignacio de la Llave",1989,6333869
30,"Veracruz de Ignacio de la Llave",1990,6419465
30,"Veracruz de Ignacio de la Llave",1991,6503335
30,"Veracruz de Ignacio de la Llave",1992,6584654
30,"Veracruz de Ignacio de la Llave",1993,6662798
30,"Veracruz de Ignacio de la Llave",1994,6737696
30,"Veracruz de Ignacio de la Llave",1995,6809115
30,"Veracruz de Ignacio de la Llave",1996,6863219
30,"Veracruz de Ignacio de la Llave",1997,6900135
30,"Veracruz de Ignacio de la Llave",1998,6933318
30,"Veracruz de Ignacio de la Llave",1999,6962832
30,"Veracruz de Ignacio de la Llave",2000,7004842
30,"Veracruz de Ignacio de la Llave",2001,7065287
30,"Veracruz de Ignacio de la Llave",2002,7129867
30,"Veracruz de Ignacio de la Llave",2003,7194356
30,"Veracruz de Ignacio de la Llave",2004,7257404
30,"Veracruz de Ignacio de la Llave",2005,7320978
30,"Veracruz de Ignacio de la Llave",2006,7393341
30,"Veracruz de Ignacio de la Llave",2007,7475403
30,"Veracruz de Ignacio de la Llave",2008,7561551
30,"Veracruz de Ignacio de la Llave",2009,7649004
30,"Veracruz de Ignacio de la Llave",2010,7747684
30,"Veracruz de Ignacio de la Llave",2011,7855504
30,"Veracruz de Ignacio de la Llave",2012,7957243
30,"Veracruz de Ignacio de la Llave",2013,8055384
30,"Veracruz de Ignacio de la Llave",2014,8150881
30,"Veracruz de Ignacio de la Llave",2015,8241248
30,"Veracruz de Ignacio de la Llave",2016,8316599
30,"Veracruz de Ignacio de la Llave",2017,8376971
30,"Veracruz de Ignacio de la Llave",2018,8434163
30,"Veracruz de Ignacio de la Llave",2019,8488447
30,"Veracruz de Ignacio de la Llave",2020,8539862
30,"Veracruz de Ignacio de la Llave",2021,8588469
30,"Veracruz de Ignacio de la Llave",2022,8634299
30,"Veracruz de Ignacio de la Llave",2023,8677408
30,"Veracruz de Ignacio de la Llave",2024,8717825
30,"Veracruz de Ignacio de la Llave",2025,8755572
30,"Veracruz de Ignacio de la Llave",2026,8790728
30,"Veracruz de Ignacio de la Llave",2027,8823329
30,"Veracruz de Ignacio de la Llave",2028,8853409
30,"Veracruz de Ignacio de la Llave",2029,8881036
30,"Veracruz de Ignacio de la Llave",2030,8906242
30,"Veracruz de Ignacio de la Llave",2031,8929094
30,"Veracruz de Ignacio de la Llave",2032,8949602
30,"Veracruz de Ignacio de la Llave",2033,8967808
30,"Veracruz de Ignacio de la Llave",2034,8983714
30,"Veracruz de Ignacio de la Llave",2035,8997330
30,"Veracruz de Ignacio de la Llave",2036,9008695
30,"Veracruz de Ignacio de la Llave",2037,9017814
30,"Veracruz de Ignacio de la Llave",2038,9024671
30,"Veracruz de Ignacio de la Llave",2039,9029284
30,"Veracruz de Ignacio de la Llave",2040,9031614
30,"Veracruz de Ignacio de la Llave",2041,9031679
30,"Veracruz de Ignacio de la Llave",2042,9029449
30,"Veracruz de Ignacio de la Llave",2043,9024930
30,"Veracruz de Ignacio de la Llave",2044,9018137
30,"Veracruz de Ignacio de la Llave",2045,9009084
30,"Veracruz de Ignacio de la Llave",2046,8997806
30,"Veracruz de Ignacio de la Llave",2047,8984342
30,"Veracruz de Ignacio de la Llave",2048,8968716
30,"Veracruz de Ignacio de la Llave",2049,8950935
30,"Veracruz de Ignacio de la Llave",2050,8931064
31,"Yucatán",1970,806269
31,"Yucatán",1971,831604
31,"Yucatán",1972,857674
31,"Yucatán",1973,884183
31,"Yucatán",1974,911175
31,"Yucatán",1975,938655
31,"Yucatán",1976,966344
31,"Yucatán",1977,994111
31,"Yucatán",1978,1022033
31,"Yucatán",1979,1050049
31,"Yucatán",1980,1079405
31,"Yucatán",1981,1111550
31,"Yucatán",1982,1145300
31,"Yucatán",1983,1179220
31,"Yucatán",1984,1213209
31,"Yucatán",1985,1247187
31,"Yucatán",1986,1281208
31,"Yucatán",1987,1315313
31,"Yucatán",1988,1349341
31,"Yucatán",1989,1383196
31,"Yucatán",1990,1415248
31,"Yucatán",1991,1445575
31,"Yucatán",1992,1475801
31,"Yucatán",1993,1505708
31,"Yucatán",1994,1535267
31,"Yucatán",1995,1564379
31,"Yucatán",1996,1591179
31,"Yucatán",1997,1615703
31,"Yucatán",1998,1639642
31,"Yucatán",1999,1662972
31,"Yucatán",2000,1689952
31,"Yucatán",2001,1722120
31,"Yucatán",2002,1755676
31,"Yucatán",2003,1789571
31,"Yucatán",2004,1823424
31,"Yucatán",2005,1857713
31,"Yucatán",2006,1885599
31,"Yucatán",2007,1907202
31,"Yucatán",2008,1929920
31,"Yucatán",2009,1953014
31,"Yucatán",2010,1979695
31,"Yucatán",2011,2010757
31,"Yucatán",2012,2041581
31,"Yucatán",2013,2071527
31,"Yucatán",2014,2100817
31,"Yucatán",2015,2128802
31,"Yucatán",2016,2155883
31,"Yucatán",2017,2182255
31,"Yucatán",2018,2208236
31,"Yucatán",2019,2233866
31,"Yucatán",2020,2259098
31,"Yucatán",2021,2283943
31,"Yucatán",2022,2308370
31,"Yucatán",2023,2332395
31,"Yucatán",2024,2355992
31,"Yucatán",2025,2379148
31,"Yucatán",2026,2401833
31,"Yucatán",2027,2424046
31,"Yucatán",2028,2445788
31,"Yucatán",2029,2467042
31,"Yucatán",2030,2487794
31,"Yucatán",2031,2508041
31,"Yucatán",2032,2527772
31,"Yucatán",2033,2546987
31,"Yucatán",2034,2565676
31,"Yucatán",2035,2583814
31,"Yucatán",2036,2601435
31,"Yucatán",2037,2618498
31,"Yucatán",2038,2634998
31,"Yucatán",2039,2650935
31,"Yucatán",2040,2666291
31,"Yucatán",2041,2681061
31,"Yucatán",2042,2695212
31,"Yucatán",2043,2708758
31,"Yucatán",2044,2721694
31,"Yucatán",2045,2733991
31,"Yucatán",2046,2745654
31,"Yucatán",2047,2756661
31,"Yucatán",2048,2767011
31,"Yucatán",2049,2776700
31,"Yucatán",2050,2785722
32,"Zacatecas",1970,990750
32,"Zacatecas",1971,1008700
32,"Zacatecas",1972,1026668
32,"Zacatecas",1973,1044264
32,"Zacatecas",1974,1061500
32,"Zacatecas",1975,1078311
32,"Zacatecas",1976,1094341
32,"Zacatecas",1977,1109446
32,"Zacatecas",1978,1123678
32,"Zacatecas",1979,1136949
32,"Zacatecas",1980,1151202
32,"Zacatecas",1981,1168730
32,"Zacatecas",1982,1187763
32,"Zacatecas",1983,1206245
32,"Zacatecas",1984,1224093
32,"Zacatecas",1985,1241268
32,"Zacatecas",1986,1257849
32,"Zacatecas",1987,1273909
32,"Zacatecas",1988,1289326
32,"Zacatecas",1989,1304021
32,"Zacatecas",1990,1316068
32,"Zacatecas",1991,1325501
32,"Zacatecas",1992,1334280
32,"Zacatecas",1993,1342251
32,"Zacatecas",1994,1349421
32,"Zacatecas",1995,1355783
32,"Zacatecas",1996,1360426
32,"Zacatecas",1997,1363429
32,"Zacatecas",1998,1365536
32,"Zacatecas",1999,1366763
32,"Zacatecas",2000,1370630
32,"Zacatecas",2001,1378314
32,"Zacatecas",2002,1386698
32,"Zacatecas",2003,1394980
32,"Zacatecas",2004,1402836
32,"Zacatecas",2005,1410658
32,"Zacatecas",2006,1424542
32,"Zacatecas",2007,1444747
32,"Zacatecas",2008,1465789
32,"Zacatecas",2009,1487129
32,"Zacatecas",2010,1508108
32,"Zacatecas",2011,1528547
32,"Zacatecas",2012,1548006
32,"Zacatecas",2013,1566677
32,"Zacatecas",2014,1584738
32,"Zacatecas",2015,1601701
32,"Zacatecas",2016,1616675
32,"Zacatecas",2017,1629789
32,"Zacatecas",2018,1642388
32,"Zacatecas",2019,1654593
32,"Zacatecas",2020,1666426
32,"Zacatecas",2021,1677911
32,"Zacatecas",2022,1689080
32,"Zacatecas",2023,1699893
32,"Zacatecas",2024,1710401
32,"Zacatecas",2025,1720628
32,"Zacatecas",2026,1730562
32,"Zacatecas",2027,1740227
32,"Zacatecas",2028,1749635
32,"Zacatecas",2029,1758786
32,"Zacatecas",2030,1767686
32,"Zacatecas",2031,1776332
32,"Zacatecas",2032,1784706
32,"Zacatecas",2033,1792811
32,"Zacatecas",2034,1800624
32,"Zacatecas",2035,1808146
32,"Zacatecas",2036,1815386
32,"Zacatecas",2037,1822330
32,"Zacatecas",2038,1828963
32,"Zacatecas",2039,1835269
32,"Zacatecas",2040,1841241
32,"Zacatecas",2041,1846870
