"state_id","state","year","medicos_en_otras_actividades","medicos_generales_especialistas_y_odontologos","otro_personal","otro_personal_profesional","personal_de_enfermeria_en_contacto_c_paciente","personal_de_enfermeria_en_otras_labores","personal_medico_en_adiestramiento","personal_tecnico"
3,"Baja California Sur",2002,6.64674073851722,79.33206687907649,101.845220993409,10.72054957825358,108.49196173192622,7.504384704777506,25.300497004678448,46.31277417805546
4,"Campeche",2002,4.511617414843221,72.59602567520456,63.98293788323114,6.562352603408321,94.47053435323231,9.570097546637136,17.90975398013521,31.58132190390255
5,"Coahuila de Zaragoza",2002,2.5592729683397293,31.90835491171953,26.50085880119526,5.366217514260724,45.53029167868906,2.022651216913657,8.29699784897235,9.989420295777654
6,"Colima",2002,6.804865120410298,78.97225047634056,57.30412732977093,6.983940518315832,109.59414351818691,8.058392905749036,29.547440654413137,23.100726329813906
7,"Chiapas",2002,2.175104096856902,37.725972168818046,21.388523619092872,4.011858667536064,55.10263712037485,1.9334258638728017,9.014598090306938,22.766089547102244
8,"Chihuahua",2002,2.0518492844096703,35.954712845271,33.492493703979385,4.861304458447527,50.349224748206524,4.261533129158546,9.975144213437781,14.710181023613945
9,"Ciudad de México",2002,19.265160944651054,111.62595330266676,187.02974753383657,25.641175065122756,153.18431057176278,21.21910075576335,37.1819891541486,52.05935543524924
10,"Durango",2002,7.253339863557357,61.22085022452082,49.242857789288486,6.388262632123911,81.11762654749008,4.458474962003146,17.30154462866893,16.503011799653436
11,"Guanajuato",2002,3.6112771725391877,40.239945636865244,23.50425542584077,2.0842228252940456,48.32920650335302,3.8176358681128564,14.919733689976189,11.803717386813803
12,"Guerrero",2002,2.9125869343882806,72.21316084064857,43.18226715766973,5.603563993333975,85.66804613537704,3.45078234617742,19.944888789832792,26.149965302225215
13,"Hidalgo",2002,6.991513246558502,57.3046729901973,42.29222123378334,2.487777719634314,78.79392536152127,6.090766141173665,20.88875430106743,27.75158938971381
14,"Jalisco",2002,5.458792617897823,58.06582729287436,50.68662840773824,7.122136628891621,75.31924107963728,5.882189275241699,27.339327017061677,14.592063369172852
15,"Estado de México",2002,3.5351985490723696,30.635942613019267,37.24427019126451,1.9729635056026298,43.947945448219166,3.0731290291728692,10.83296318875496,26.74135665958062
16,"Michoacán de Ocampo",2002,5.219132156796516,47.513797465175834,44.41186042858922,5.096039417249429,57.50892791639936,3.668163638503212,19.768693971262277,10.75830543641546
17,"Morelos",2002,3.685150716418283,55.08988020137163,34.79032117025396,2.6233276286367437,74.20269578143933,3.560230353149867,16.864249041236214,18.61313412699404
18,"Nayarit",2002,2.5239910608649927,72.03891152885501,39.12186144340738,2.3136584724595766,84.86919942158538,4.837649533324569,24.924411726041804,14.933613776784542
19,"Nuevo León",2002,2.57242870909591,35.19775051003346,23.69602599340271,5.812699486899413,44.86909306057674,3.413415017838804,15.409837363141845,11.650133865232439
20,"Oaxaca",2002,2.3974437044961663,44.95912076431633,29.953943696175624,2.6230854649193347,52.010425777540355,8.771823436450678,17.14877379216081,13.482095185284322
21,"Puebla",2002,1.8640508196739831,35.737055108497174,23.36653603247892,2.3724283159487056,46.01757781094157,2.108825169732183,14.121597118742297,10.600612237135884
22,"Querétaro",2002,3.6454235683924545,63.03268751893135,42.68459596444983,2.98261928323019,77.54810136398494,3.1814605687788693,22.40278483848454,16.0398637009268
23,"Quintana Roo",2002,3.848678080360398,62.389097302684355,34.2329787147846,4.253802088819388,73.22616452896231,4.051240084589892,12.356282257999174,17.1164893573923
24,"San Luis Potosí",2002,1.6712521647938197,44.03749454231715,45.83409061947051,5.264444319100532,56.530104474150946,8.230916911609564,13.954955576028395,18.75980554981063
25,"Sinaloa",2002,4.450359500807779,43.506100637207076,45.07907252973397,7.135921268536611,59.50437573924883,6.828999923653315,13.811460519748278,17.993263843783172
26,"Sonora",2002,5.111822184191411,53.4378722448245,70.79229377770963,11.727121481380294,82.60532823697548,8.161732899129143,19.201550557424877,14.734075707375242
27,"Tabasco",2002,7.6089796104709695,102.21395943399337,94.35134716984004,8.471330632991014,128.9468411321147,8.319151040781595,26.783608228857815,40.17541234328672
28,"Tamaulipas",2002,4.500589199273034,57.68312416472844,72.07813847385364,8.898111470318444,83.48421186437767,6.733705977538281,17.796222940636888,17.89928986886451
29,"Tlaxcala",2002,3.990135606218383,77.1750618471019,48.562869939096906,6.131183980286784,85.15533305953866,4.476737509415747,20.923881837486643,11.386484534818313
30,"Veracruz de Ignacio de la Llave",2002,2.987433005412303,47.37816287456695,29.818228025852378,4.7125703747349,51.82424861501624,1.9635709894728752,12.510752304355748,10.112390595785307
31,"Yucatán",2002,4.100984464103855,44.484289812015426,36.9658182944917,3.9870682289898594,68.74844789129658,4.8983981099018274,14.296487506806494,7.860220222865721
32,"Zacatecas",2002,3.9662565317033707,49.974832299462456,31.2252559677738,3.822029021459611,61.00823683311002,3.8941427765814907,13.773727228278977,6.5623517160910305
1,"Aguascalientes",2003,7.0414587587548,53.92021159101279,68.0995874476834,9.452917237780415,116.61813204567882,6.269792045466604,21.1243762762644,28.648126730824323
2,"Baja California",2003,2.6871706375441176,18.47889945270064,22.270386790605357,2.908033977616237,40.67566512994863,5.668825728517727,10.159713643317485,8.319185809383159
3,"Baja California Sur",2003,7.660709257449522,53.832010998293946,102.48786709290576,11.594586984247925,104.97242144667318,7.246616865154953,26.087820714557832,36.44013052192205
4,"Campeche",2003,4.962918947485611,58.61609675814086,66.79820637426579,9.791704950444583,103.95303200814456,6.4383813372786305,18.242080455622784,29.64338074038703
5,"Coahuila de Zaragoza",2003,2.5125689234128465,23.50467702547502,26.01724594888786,5.268289678123711,44.98308879013322,1.9857399556004758,8.145586348483583,9.80712386235337
6,"Colima",2003,6.539736855128922,54.43889057782994,68.04861322228743,7.423485078794992,120.54325770805201,7.77698436826142,28.986941736247108,22.270455236384976
7,"Chiapas",2003,2.1803123012983048,28.723244664929844,21.352841124671443,3.9814398545447305,55.005487514275714,1.919622787012638,8.81604539220619,22.182307761034927
8,"Chihuahua",2003,2.271435270162333,26.012601176105623,31.48893826581207,4.978488263369497,50.56277142484645,3.796097300819241,10.11255428496929,10.14366983661535
9,"Ciudad de México",2003,18.65374248798009,74.30842640525239,187.7295386723985,26.91906478332367,151.81852985348127,15.860790173894207,40.92924021251869,53.9630176782528
10,"Durango",2003,4.4755450950658435,43.241663639092046,48.309560290857775,6.515867123698801,80.42817803191853,5.002079812132413,17.11237830466352,16.980744625396877
11,"Guanajuato",2003,3.321967313879648,25.740151640674817,23.74289521883307,2.2825787678191447,50.40015440014951,3.321967313879648,12.003918698620323,12.105819536469392
12,"Guerrero",2003,2.9273792747213245,51.68555665690769,43.060804815255615,5.1937374228926725,82.40730044323041,3.462491615261782,20.050974172015955,24.86698523688007
13,"Hidalgo",2003,5.257911142149747,38.75589341874895,38.8831009463816,2.7985656079184142,67.63200219136168,4.367458448721162,16.452173573823405,20.4380094396466
14,"Jalisco",2003,5.377905894095477,30.286101614116628,49.935569409994564,7.016602980938973,74.11380006405815,5.7950287889283665,27.00870744042964,14.301356394270519
15,"Estado de México",2003,3.3157114227269844,19.843702131222276,35.76489597804205,1.9793135726082651,42.39631882349602,2.8533900043075353,10.81398692771742,26.164502773675675
16,"Michoacán de Ocampo",2003,3.1665479006646557,29.529900189919235,35.15113638567277,5.15484541968665,47.400030978166285,3.0438134859102117,13.94262951610484,8.738690330516416
17,"Morelos",2003,4.266966137604093,41.49469968597603,39.701337106403294,2.34992338012979,76.990910743726,4.452486404456444,16.9441843725148,18.30466632943205
18,"Nayarit",2003,2.6046441847672073,47.300338395372485,37.923619330210535,2.2920868825951426,77.4100251712814,5.000916834753038,21.045525012919036,13.856707062961544
19,"Nuevo León",2003,2.642455631594169,19.75781045641512,23.44270271331708,5.8909790685998455,44.04900809730831,3.4909505591702787,14.981996149772447,9.06677436895614
20,"Oaxaca",2003,2.6056740934915865,29.530973059571316,32.50088116613162,3.053962109576161,57.21275805279375,8.01314828751176,25.076110899730857,14.177108508674651
21,"Puebla",2003,1.876099073634288,22.75466698219805,23.0704460341959,2.4705067009243598,46.56812255050654,2.1175771722208796,13.652800189318828,10.253531570753733
22,"Querétaro",2003,3.684548361636483,40.46539077867435,42.08142076184824,3.1027775676938796,77.37551559436614,3.232059966347791,19.780206994048484,15.772452635777224
23,"Quintana Roo",2003,4.365977586041291,50.742361722213225,26.680974136918994,5.0451296549810465,72.66927137655392,4.074912413638538,10.090259309962093,15.426454137345893
24,"San Luis Potosí",2003,1.6515665314997092,31.090739955482025,46.73933284144177,5.4088803906615475,57.350647806327395,8.133965167636068,13.95573719117254,19.240750091971613
25,"Sinaloa",2003,3.994562829337439,29.521721481579547,43.74997384512434,7.076082726254891,58.13040003073911,6.581517804527399,13.505426708712294,15.902164406314757
26,"Sonora",2003,4.982529478206711,33.48428708659256,69.2064899557695,11.527377521613833,79.17154891218293,8.022716956434536,17.3544035215505,14.018642260717188
27,"Tabasco",2003,7.617317972410275,75.62192644978359,95.31670252318646,8.669710587019589,129.14360799277156,8.06834337867141,25.959017827029754,39.28932427874773
28,"Tamaulipas",2003,4.311974014966592,38.437205867788144,72.83193609654509,8.590260732941259,85.19517409258212,6.198462646514477,19.606006849301224,18.528013345559575
29,"Tlaxcala",2003,3.90799251190508,56.904183648959325,47.46781148606657,7.053449899535998,83.97418056069208,5.814330322590484,20.01654701219675,9.722322834495564
30,"Veracruz de Ignacio de la Llave",2003,2.9467543724552967,35.694647304081144,30.051334685133735,4.823225317179189,49.7751292818982,2.015468792481217,11.383923731324945,10.536036860005261
31,"Yucatán",2003,3.9674313005742716,29.78367441135334,36.153916217909206,3.9115519864816766,67.50221142385521,4.749741697870607,13.969828523148845,13.690431952685866
32,"Zacatecas",2003,4.0143944716053275,35.914493397754804,31.254928386070052,3.799337624912185,60.717716383030584,3.9427088560409467,13.691952572796742,12.831725186024173
1,"Aguascalientes",2004,7.724473676029922,74.23030800867778,96.74432274735035,11.115706021604035,148.64901781433193,5.557853010802018,23.361822825066106,33.62972076027661
2,"Baja California",2004,2.8643928400204373,19.298846759637698,25.063437350178827,2.721173198019416,42.10657474830043,6.08683478504343,9.989570029571276,8.5215686990608
3,"Baja California Sur",2004,6.803823748946908,54.830814917983915,103.45814347663388,11.806635329054929,100.45645652856905,7.8043860649685115,26.01462021656171,34.6194561343475
4,"Campeche",2004,3.817648065505575,65.03166015033635,70.29738161999921,9.741584718876295,114.7927280386504,5.3973645064044335,14.875663151797585,28.434895936179455
5,"Coahuila de Zaragoza",2004,2.3482960922760956,23.403357665395667,27.502925419708173,5.253814986109232,43.74198992222762,1.2338504891620166,7.4429045636547455,8.51754853808618
6,"Colima",2004,8.900010994131227,54.44712608174398,58.28634651058491,6.9804007797107674,117.96877317711196,8.027460896667382,30.364743391741836,22.860812553552762
7,"Chiapas",2004,2.1389638301216327,28.108774680620154,20.94789577108251,3.882684343807746,53.93908789002378,1.8832181547810027,8.625604141033975,21.691883190255254
8,"Chihuahua",2004,2.2397990194589443,26.540084271671056,32.43106251463156,4.5716445739641465,49.98126853011809,3.9273188286403404,11.014902027202206,9.91034360664711
9,"Ciudad de México",2004,15.595395408724618,78.36065536771618,191.2072212774457,28.2454954472053,149.63454639630135,13.598011192122406,36.43815613225166,56.33300570213697
10,"Durango",2004,4.232743592765785,46.75553691701283,47.536966503369584,7.163104541603636,80.9430813201211,4.232743592765785,16.410021313491967,13.935494290028894
11,"Guanajuato",2004,3.966390777678361,29.858667630949284,26.19428630334796,2.7986209040471683,59.35492392180613,3.624113400924391,14.89913287046694,14.5367215303745
12,"Guerrero",2004,3.2872327636298064,58.6379711074155,47.117002945360554,6.386623655052196,98.89874571720533,3.3811536997335145,20.067773347492437,37.85013724979463
13,"Hidalgo",2004,5.912004219745423,49.979496666216626,49.5182764788606,6.666728162691648,88.3446304326497,6.07972065151125,23.480300447215864,30.105099501966055
14,"Jalisco",2004,4.712859838227049,36.23469807085469,50.22645952203967,7.105994273214615,78.44489132600349,5.358859317610196,27.249432584889103,14.432215641673485
15,"Estado de México",2004,3.281067096968059,19.69351986401436,35.543707336786305,1.9572526066512284,42.17701435278247,2.818443753577769,10.647454180182681,25.84285169000222
16,"Michoacán de Ocampo",2004,2.570793532960756,33.90999088714902,44.511453742120516,6.120936983239895,62.531492220778766,2.5463097850277965,21.64363317273627,8.593795524468813
17,"Morelos",2004,4.593212823760261,47.03449931530508,47.830656204756856,4.4707271484599875,87.14855797614469,4.531969986110124,17.454208730288993,24.98707776125582
18,"Nayarit",2004,3.097432847655863,48.52644794660851,40.26662701952621,3.820167178775564,80.12026299269831,5.265635841014967,21.68202993359104,14.661182145571084
19,"Nuevo León",2004,2.424638318841365,19.183167875539034,25.24476367264245,5.871428085821737,41.64672877068698,4.0172929008253995,18.18478739131024,5.063215312874616
20,"Oaxaca",2004,2.6726809411957295,30.179022294335113,33.631235176712934,3.480053308848606,58.13081047100712,8.630532205944544,26.253522161953885,14.950309014813612
21,"Puebla",2004,1.9431510981461788,24.711015851896686,25.737586243370146,2.859731804818905,50.66858146486828,2.2547885384149056,14.353653866494888,11.548916904076346
22,"Querétaro",2004,3.5318885386432752,39.54453774516667,41.05820426172808,3.0273330331228077,75.49411751350002,3.153471909502924,19.2992480861579,15.388942918374271
23,"Quintana Roo",2004,4.187370889397577,47.64297545270132,24.75201459066123,4.838739694414978,69.97562019615506,3.9082128301044055,9.677479388829957,14.795377142538104
24,"San Luis Potosí",2004,1.5509710303100555,33.264247097439345,46.81483609909562,5.387583578971772,58.161413636627074,7.999745314230813,15.30563516753344,19.38713787887569
25,"Sinaloa",2004,2.9055704691402,39.35727271835362,51.809717586097335,8.112956504742117,78.56360671103762,3.245182601896847,19.01827943437222,18.60319793878076
26,"Sonora",2004,5.1485908223877335,33.34127766433347,69.2568507398608,11.418245775456667,81.17334724006467,7.722886233581601,19.805466308701202,14.656875486313467
27,"Tabasco",2004,10.003456639967672,84.33607256368785,94.6366615791001,10.993897891449619,124.64703149900312,8.91397126333753,24.117244473585426,36.44823805453567
28,"Tamaulipas",2004,3.932356853123167,41.76889968359397,72.13726899468801,9.913504671739076,89.22154204565169,6.6750931456376446,18.373028658289755,18.736523829586854
29,"Tlaxcala",2004,2.8018058572685383,64.25474766002513,56.222904202522,8.12523698607876,97.96981147582322,6.444153471717638,27.364303872656055,12.141158714830333
30,"Veracruz de Ignacio de la Llave",2004,3.3758627740718303,40.46901619366925,40.289888781167484,6.820620706798188,67.73771998913111,2.494004743293883,12.759383382818429,14.536878476105231
31,"Yucatán",2004,3.0711452739461587,36.524692008002525,34.989119371029446,4.6615597908111335,78.58841388508652,4.7164016707030285,9.268277701730371,11.4619528974062
32,"Zacatecas",2004,2.851366802676863,39.562714387141476,30.79476146891012,3.4929243332791575,63.941900550028656,3.207787653011471,13.11628729231357,9.979783809369021
1,"Aguascalientes",2005,7.913154054387292,73.15066829346392,96.1540231027293,13.525972627848045,148.23361839090612,6.256912508120184,25.211676870954857,33.58489802152746
2,"Baja California",2005,2.7870408176062944,18.777687508622407,24.386607154055074,2.6476887767259796,40.969500018812525,5.922461737413375,9.719804851401951,8.291446432378725
3,"Baja California Sur",2005,7.5473158648449905,50.12191817935519,94.6317296899795,10.06308781979332,96.37341796648218,7.16027402562217,20.31969655919805,31.54390989665983
4,"Campeche",2005,4.780479107368269,68.73553743567348,69.51075026389537,10.72377745706936,115.37750926702336,6.718511177922973,16.53787366873347,29.716491748505454
5,"Coahuila de Zaragoza",2005,2.2675453274491835,22.401784010834174,27.132352711202298,5.082429182213687,42.06687538509175,1.2119638819124947,7.154496464193113,7.936408646072143
6,"Colima",2005,7.2368625099506865,69.26711259524228,94.25151887959584,9.993762513741423,129.91891267863852,9.47684376303066,33.42741254596269,22.744425031273586
7,"Chiapas",2005,2.1214742466713385,30.8184054543331,30.088435821069844,6.113495678579771,58.21507825274468,2.258343552908199,8.006854414856342,23.952128591450595
8,"Chihuahua",2005,1.6641457380168647,24.9319288750163,31.31619706995373,4.054464161713816,48.80485591674914,3.449320256980411,10.13616040428454,9.89410284239118
9,"Ciudad de México",2005,14.963537873903366,82.40041171041538,188.18836200185663,25.23835098671857,156.45534202788915,12.94446979496588,36.130101568098006,57.72291296784612
10,"Durango",2005,4.510210472193264,48.83913625603563,50.70765202308713,7.731789380902738,81.95696743756902,3.9947578467997475,19.007315561385898,13.079610369360465
11,"Guanajuato",2005,3.9185381664622856,29.538219173586267,25.878264743997125,2.7648568788744052,58.63883510015645,3.580390202858942,14.71938194508676,14.361342924800864
12,"Guerrero",2005,3.456365410687829,59.47439580552931,49.69692968880879,7.1306998112388555,103.0993322052919,3.6120575463043982,20.05314706741407,37.926604236196184
13,"Hidalgo",2005,5.84593110756762,49.79406567509725,49.130697606153404,6.758062202365405,87.44020358766036,6.0117731248035815,23.25934291734351,29.975944615399925
14,"Jalisco",2005,4.833154164160252,36.277597274101055,50.61788403063641,6.974791338698327,77.08446776192115,5.223858243298955,27.305873975360463,14.210052063489123
15,"Estado de México",2005,3.1837865320219496,22.75635968372517,37.39897263276004,2.5947158961412367,46.50151650625011,2.9734041620645524,12.216202948859552,26.704535493258998
16,"Michoacán de Ocampo",2005,2.4666254585542204,33.92220556368131,44.2527260485173,6.593949245639995,63.69266530603374,2.4666254585542204,22.12636302425865,8.596556053575105
17,"Morelos",2005,4.791476751330241,50.58343810898002,53.67666993578814,6.125812049169043,94.98041256434377,5.216037982460769,18.559390960848784,26.262144725645502
18,"Nayarit",2005,3.5812880767664446,59.65402710728107,47.88693771219132,4.502190725077816,102.73180654495745,5.730060922826311,26.706176801029773,18.315730449748386
19,"Nuevo León",2005,2.424458308408814,19.232481773435303,25.456812238292546,6.061145771022035,40.819485557921475,3.7066237599711673,18.136813114827476,8.672100872385373
20,"Oaxaca",2005,2.6557853240196416,29.98824261705512,33.41863199391383,3.458053807317242,57.73566636696867,8.57597344214676,26.059893491942738,14.828134725776334
21,"Puebla",2005,2.0806292691346426,28.47748234450372,29.20117948159403,4.106981252987513,52.522319724329286,2.352015695543509,14.980530737769426,12.121927046262702
22,"Querétaro",2005,4.431191898304146,42.157867365810276,38.52675178247772,2.954127932202764,76.99195923303454,3.015672264123655,23.756112121463893,16.370792290956985
23,"Quintana Roo",2005,4.019482880129194,45.732782991692176,23.759609913652575,4.644735772593736,67.17002501904788,3.7515173547872487,9.289471545187473,14.202172843123156
24,"San Luis Potosí",2005,1.2103987779813938,35.18225781332585,46.438966448552804,6.092340515839682,62.0934573104455,8.230711690273477,18.84187431057703,19.60846020329858
25,"Sinaloa",2005,2.956779371111742,39.2615387379268,51.53778726608694,8.046931199861069,78.03651884516432,3.1439173059922316,18.938359009905586,18.376945205264118
26,"Sonora",2005,5.022257173865643,34.175847597768644,69.69913004706223,11.024466967022144,82.47934545698048,7.6762955177783825,19.313232871857313,14.16848162058031
27,"Tabasco",2005,10.66775758352781,89.01216075429855,105.30740513647633,11.988993614515197,132.3193417699963,9.786933562869548,23.537575218701264,43.796527693841234
28,"Tamaulipas",2005,4.182014226628862,43.214147008498244,75.79495551828123,12.805392399367445,95.82972134817766,5.186994389617193,17.246756345477166,19.775416110415552
29,"Tlaxcala",2005,2.7455506064463697,62.964627241170085,55.094048836023816,7.962096758694473,96.00275287207474,6.314766394826651,26.814877589626214,11.897385961267602
30,"Veracruz de Ignacio de la Llave",2005,3.34654741483993,40.11759084646887,39.94001894282431,6.761391715697002,67.14949833205345,2.4723472738205197,12.64858329037459,14.410642949616841
31,"Yucatán",2005,3.391266573469637,34.020324990997,38.43435449932256,4.41402950832556,69.44022031390209,5.921259096534287,15.072295882087277,12.111666333820132
32,"Zacatecas",2005,2.8355561730766774,38.56356395384282,33.884896268266296,3.4735563120189306,66.99001458893652,3.1900006947112627,12.972669491825801,10.916891266345209
1,"Aguascalientes",2006,7.297224982455129,69.90921711586641,94.23330039071685,11.351238861596867,145.403964465217,5.585530233484173,23.42319130170782,29.999702705648865
2,"Baja California",2006,2.82346922044355,19.28803672278907,25.58131149124759,2.7554338175412956,42.82828612696903,6.021133156849498,9.52495640631559,8.674513870037412
3,"Baja California Sur",2006,7.995522507395858,55.41083040009223,87.20697804578273,10.970600649682689,98.54946346325127,5.578271516787808,21.941201299365378,30.866435726225873
4,"Campeche",2006,5.593737048591777,81.10918720458076,75.51545015598899,12.331647584395508,128.52882173014288,6.992171310739721,16.145559208435355,31.78259686699873
5,"Coahuila de Zaragoza",2006,2.6511368958721797,25.89661257707028,29.585150866979397,5.80176335183622,44.68510449129486,1.1142459417433799,7.91498841376332,8.990812081653479
6,"Colima",2006,7.772160795869265,73.83552756075802,91.06944932551161,10.137601038090347,127.56481306263686,9.123840934281311,33.79200346030115,20.951042145386715
7,"Chiapas",2006,2.8396761338189553,34.21027153340946,32.91341156678348,7.579922908382881,66.74356897204395,2.3030444234909635,7.982396691128875,24.953374530251608
8,"Chihuahua",2006,1.5262145301009906,24.8084675579161,30.225032851019616,4.010053863402603,47.881240160031076,3.351686811202175,9.905431558106429,10.055060433606526
9,"Ciudad de México",2006,15.578532804162744,84.077106691813,189.61523596165065,27.052742895383833,159.36402904473735,13.599063811817587,41.00967680751241,57.125014762141646
10,"Durango",2006,4.585230844083683,52.02963332800513,50.37385552319713,9.488880496784288,79.34996710733708,3.438923133062762,19.805649895972575,18.85039347012181
11,"Guanajuato",2006,5.028360343650276,41.048638136102255,29.348406675001616,5.732722103850316,80.41463428950442,4.323998583450238,14.106800808450775,18.215577742951
12,"Guerrero",2006,3.453830915240522,60.71958100096954,50.14222382304544,7.370228470915043,103.33738747295527,3.669695347443055,21.062201027761397,37.837951187501076
13,"Hidalgo",2006,7.292683075882608,54.79697618470451,58.01553463718902,7.618613045754457,98.79752211740406,6.029704442629195,20.085434393352656,30.759640906655694
14,"Jalisco",2006,4.918641394259475,36.76862653853677,50.39825312668766,6.9858964730062105,79.43962275018491,5.474661725784459,27.30202397103448,14.04307760390024
15,"Estado de México",2006,3.579187343440783,21.993346166355238,37.97531590646824,2.3976409424207565,45.776286004430865,3.040236353501824,11.331790044870434,26.526062184303413
16,"Michoacán de Ocampo",2006,2.2749747453601405,37.63389073441509,46.104541382032636,7.623585582855791,66.74872710322626,2.3475803223397196,22.79815117158779,9.55973430231123
