"state_id","state","year","camas_en_area_de_hospitalizacion_censables","camas_fuera_del_area_de_hospitalizacion_no_censables","camas_recien_nacidos","consultorios","equipamiento"
20,"Oaxaca",2013,31.48017191306723,46.8160181018568,5.128792053252526,41.40931120828024,8.463770137140868
21,"Puebla",2013,27.944409255188347,29.104674200871603,4.052756429992228,28.46734556873573,8.563082134338417
22,"Querétaro",2013,21.74574870612795,25.69032637840233,6.119152542887168,30.696905731673645,8.24315590488106
23,"Quintana Roo",2013,27.872318499680816,20.402813790088935,7.6769909515249894,32.644502064142294,8.230287596679943
24,"San Luis Potosí",2013,53.734710074464125,12.408840264618517,4.579452954799692,24.596094095940277,5.87204048236412
25,"Sinaloa",2013,25.41404279166106,17.169809071041787,4.224318104780123,30.694440422636216,7.699160416776675
26,"Sonora",2013,43.39420269115253,16.837947393695774,7.689210649129571,37.34250912470796,6.728059317988374
27,"Tabasco",2013,46.10589524045623,37.20677943117699,6.398888034291259,64.41264776240209,8.051580970300261
28,"Tamaulipas",2013,40.067820549860066,21.099078119117866,6.011632216512144,29.386959427319077,7.295670165670078
29,"Tlaxcala",2013,33.55238245881445,46.57390231783054,3.5150114956853233,41.38127169920449,8.467982239605552
30,"Veracruz de Ignacio de la Llave",2013,29.33441782539479,14.114783354834481,5.511841521149085,27.161957766383328,5.449771233748757
31,"Yucatán",2013,34.32250702018366,14.337249767924822,6.6617524174196125,21.77137927721917,6.0341960302713895
32,"Zacatecas",2013,32.935952975629306,30.44660769258756,3.4467857765193464,36.63805621707602,15.06373043071418
1,"Aguascalientes",2014,34.015872541606235,16.47164999199401,10.036214646284723,33.40297393725297,9.116866739754826
2,"Baja California",2014,19.000558592371277,15.69349934369906,6.072963347561705,20.654088216707382,4.5096262481893845
3,"Baja California Sur",2014,38.41103506358449,28.02582928713387,5.121471341811265,33.431826814601315,13.514993818668618
4,"Campeche",2014,66.95618089938918,34.19984032671951,13.879805327402401,42.63876196578017,12.880459343829427
5,"Coahuila de Zaragoza",2014,19.694981158017598,10.100856545878665,3.3782128915982153,21.31652334598474,5.8443083024649125
6,"Colima",2014,39.224650011710956,37.672595514844694,9.594518707900521,50.6534149431807,9.876710434603478
7,"Chiapas",2014,24.575615702496755,19.652830639720708,4.003354389572737,31.66289380843892,7.163897328709108
8,"Chihuahua",2014,28.68805886009808,20.025936233408277,7.297350894510387,22.588364791785967,7.548023253482118
9,"Ciudad de México",2014,70.72373031096151,27.720082780642112,13.860041390321056,44.08508388083807,14.444899824785242
10,"Durango",2014,48.23224279929017,14.788187650725758,7.962870273467717,32.81840105564909,12.854347727169314
11,"Guanajuato",2014,28.86662067809416,22.78943737744276,8.159813532897108,30.38591650325701,8.057389095245679
12,"Guerrero",2014,30.998672491000953,33.58893395255598,5.011592827791253,48.56740240415681,7.88340444821096
13,"Hidalgo",2014,24.936705186240115,30.35772805281405,7.799278059651537,42.45885006465007,8.463790540070278
14,"Jalisco",2014,34.11333223984328,18.70198326147088,8.347284648632042,27.061973061775113,5.386984309010634
15,"Estado de México",2014,26.63083392668538,15.946496580550455,6.400755092154563,23.03040918734844,5.520651266983311
16,"Michoacán de Ocampo",2014,25.427922597403615,17.01714819980088,5.759315801976032,30.861239391720623,5.498516595848816
17,"Morelos",2014,25.29819857931195,31.01916049869993,5.720961919387972,41.30639477576453,6.770679702761912
18,"Nayarit",2014,26.952779919923884,38.601142219701714,5.1864970823828305,48.6340382151308,10.713092334102239
19,"Nuevo León",2014,13.995414984607,17.009812058214663,5.911350105386454,23.880288505203556,3.1122671084650535
20,"Oaxaca",2014,31.603400134884613,56.56532442857619,4.410942445471604,42.85631580543433,8.72163619900067
21,"Puebla",2014,29.844683427763528,34.45851016308264,6.694888444606413,30.909412674375627,10.340779501187253
22,"Querétaro",2014,20.40695318753644,26.533980294690238,11.66111610716368,30.981016098269606,7.807018410728227
23,"Quintana Roo",2014,24.772637006819206,17.90630827123345,7.068279580750045,33.05262165855497,8.078033806571481
24,"San Luis Potosí",2014,51.57552247650296,12.144023732056016,4.060200705597041,24.06857715570138,5.267287401855621
25,"Sinaloa",2014,23.181744879858087,15.588883513411815,4.636348975971618,30.035478148685698,7.626458098156211
26,"Sonora",2014,41.6810636642255,16.609219134944112,8.146593740606837,36.9757034864612,6.847352497492816
27,"Tabasco",2014,43.61528974923715,39.39580290568068,7.060329470901417,64.58739267463662,8.689636271878665
28,"Tamaulipas",2014,39.66086350914583,22.011345953364255,7.568205564017632,29.464006394267113,7.366001598566778
29,"Tlaxcala",2014,32.97303747621231,45.926730770438574,10.75549079581211,42.315398094472464,9.891911242863692
30,"Veracruz de Ignacio de la Llave",2014,29.30971510932377,14.673260473315706,5.778516457300751,27.825213004581958,5.987082868710757
31,"Yucatán",2014,32.225557961497834,16.041378187628908,6.6164734957875915,24.466671775790086,5.902465564587492
32,"Zacatecas",2014,32.56058730212818,32.68679112888061,5.552968377107131,35.40017340405796,17.353026178459782
1,"Aguascalientes",2015,33.41279822799542,17.494790982298724,6.832729525275468,32.51177894993712,9.460702419612186
2,"Baja California",2015,18.04756337047478,13.31231159505318,4.94372197937098,18.643192524615863,3.9609338750381946
3,"Baja California Sur",2015,35.00748771264965,26.116697182452913,6.112418489510255,33.89613889637506,14.030778805466726
4,"Campeche",2015,48.97298523611741,34.57558200411853,15.815329307877562,42.319639803148235,12.106907263271788
5,"Coahuila de Zaragoza",2015,17.7300473645551,8.831696525577259,3.066098416426822,19.296423729468806,6.0988696761533525
6,"Colima",2015,39.21318671573627,46.55699906886002,7.759499844810002,49.466811510663774,11.500687269986255
7,"Chiapas",2015,23.079159255430525,20.742983134880824,3.862226650908782,32.574584777664796,7.121569141675705
8,"Chihuahua",2015,31.05228535695335,22.812231005776056,6.470378248911027,23.503510733223816,8.12944959478565
9,"Ciudad de México",2015,70.6831661024598,27.76326140054449,14.339752111056578,46.518641567353676,14.980018179140705
10,"Durango",2015,38.954296058263054,17.175813535775927,10.103419726927017,33.06063455088896,12.292494001094536
11,"Guanajuato",2015,31.27835918617588,23.370245731557826,6.879552856042996,31.07601939629226,7.570880471478689
12,"Guerrero",2015,32.04167542733418,46.021464008195515,5.815592049638315,48.593745107074,8.387873148516801
13,"Hidalgo",2015,24.590489033435134,32.72983743720889,8.173837168196531,41.73140495155191,7.725483230700518
14,"Jalisco",2015,34.55847653376471,18.308960314763425,9.104249813582637,27.400652542396294,5.161167825355122
15,"Estado de México",2015,25.301410728381608,15.10912973114501,6.393726660162731,24.031174158064104,5.579316610294095
16,"Michoacán de Ocampo",2015,25.38359586731807,19.139963296052386,4.736548847167071,30.852156809047322,5.468560941729254
17,"Morelos",2015,26.57335774836118,29.21515354790586,6.5267896224045,44.23712966296384,7.925387398634037
18,"Nayarit",2015,26.18190821777325,41.740486264117735,4.935247874915724,48.26505125129446,11.041571516760603
19,"Nuevo León",2015,13.351455452724801,15.272528179735565,5.071631999308414,23.782880360393243,3.0545056359471126
20,"Oaxaca",2015,31.59813934232081,60.18574729848349,4.901443661761574,42.24696110492971,8.782789911684445
21,"Puebla",2015,30.727636161837744,39.89173927026964,7.873159887939753,32.20983022981021,12.590680792454263
22,"Querétaro",2015,19.7626930607338,26.09255318532091,11.886607562201748,31.552661537063987,7.006333725688021
23,"Quintana Roo",2015,24.001998854986613,17.050600279498685,7.738349357618634,32.461719762891725,8.000666284995537
24,"San Luis Potosí",2015,29.330308214770366,12.036665423119606,4.024306813151434,24.653411107594376,5.438252450204641
25,"Sinaloa",2015,23.376959271036775,16.47992731589401,5.172773966357074,29.743450306553175,8.190225446732033
26,"Sonora",2015,39.10212101274493,16.91652043813788,8.042280208295058,36.22492593822558,6.58635017058647
27,"Tabasco",2015,42.57565834620976,40.350018897327544,7.542444798989724,62.48276675010067,8.861342250179185
28,"Tamaulipas",2015,36.39777618744168,20.08745195250319,7.869016078259798,29.38719822681022,7.897630682180742
29,"Tlaxcala",2015,32.8908256214899,44.78093629216936,10.50035747540523,45.321395868109335,10.037106410313822
30,"Veracruz de Ignacio de la Llave",2015,28.83058488228967,15.034130753012166,5.994237765930597,27.95693079494756,6.054908188662688
31,"Yucatán",2015,36.49940201108417,27.386295202653887,9.535879804697664,25.507304108132182,6.153695834558591
32,"Zacatecas",2015,32.21575063011136,31.591414377589825,5.993628024206766,35.899334519988436,16.794645192829375
1,"Aguascalientes",2016,33.71894923785583,17.339065800647965,6.861843061533024,32.46463383951108,9.149124082044032
2,"Baja California",2016,17.982361419019874,12.60528275941099,5.523993377084536,19.598423311252052,3.8491655978620973
3,"Baja California Sur",2016,37.17799985074525,24.694875813268748,8.955284635580973,34.05721884137613,14.518416000108548
4,"Campeche",2016,48.423244871635546,34.603336490128946,15.855398763278897,43.38808445356725,12.641466581533175
5,"Coahuila de Zaragoza",2016,20.99858629235947,8.774057183192456,3.121855552072222,19.355504422847776,5.783648180681169
6,"Colima",2016,39.6099980535293,46.41583964348279,8.303126739743256,50.63546142925396,10.889346543925582
7,"Chiapas",2016,25.658405055743998,20.949420312854564,4.023030272468531,32.94435389021466,7.230330904436531
8,"Chihuahua",2016,29.292358010158335,23.64761923551604,5.315919040197117,22.90777483301438,8.193091716592463
9,"Ciudad de México",2016,69.45004357195005,23.492405005969744,14.778014996703112,48.895569798508724,15.032046644628501
10,"Durango",2016,35.84979269829624,16.038065154500952,9.323165902962492,33.51900122255562,12.319897800343291
11,"Guanajuato",2016,30.846252772202757,22.659490549958672,6.81952291017888,31.02966292382126,7.903310169742761
12,"Guerrero",2016,36.277096976046835,46.173377836945434,6.560455851606936,50.815734308209656,8.812137732878808
13,"Hidalgo",2016,25.282806738633628,37.49886006187652,8.71116894359382,40.90166043046786,8.779224950965647
14,"Jalisco",2016,33.72660348773051,16.708137024102044,10.191218794047385,28.488242548524664,5.585929911475424
15,"Estado de México",2016,25.42245242564713,14.425065685674156,5.738810984396377,24.44397314692683,5.528708071787722
16,"Michoacán de Ocampo",2016,25.379795078966595,17.481961454729724,5.293683077866876,32.59457282218838,5.35771956671204
17,"Morelos",2016,26.448841443544,29.160231378762248,6.497104184390886,45.019304584755744,8.901544315622159
18,"Nayarit",2016,26.345536530967944,42.48217765618581,5.433766909512138,48.90390218560925,11.032193422342827
19,"Nuevo León",2016,13.259786222779898,15.771967943050162,3.0788392511582954,23.818504881660186,3.0788392511582954
20,"Oaxaca",2016,33.46106530739944,59.60715621968055,5.0414012723112895,44.408814148742096,7.809229421815528
21,"Puebla",2016,32.09920276737044,38.292127012621584,7.894796556923217,32.47739661440868,13.394365415937592
22,"Querétaro",2016,20.9582013983804,27.15577336945903,11.212401199584999,31.697505500936494,6.812598197216202
23,"Quintana Roo",2016,21.598548168596476,15.400148250389796,7.1569153694757555,32.014416072387085,7.7320246402372
24,"San Luis Potosí",2016,29.948332834194453,18.5514282622381,5.428809433329366,30.271904257373027,7.190476070634922
25,"Sinaloa",2016,24.004856064325143,14.625909569247286,5.443724189450784,29.546960811416604,8.493521476311765
26,"Sonora",2016,39.621359402682344,16.79973010942749,8.348542050306126,35.68659573143151,6.8088519180775355
27,"Tabasco",2016,42.07745425704604,41.06010768410005,7.406283051046789,63.40103842599394,8.87126211608901
28,"Tamaulipas",2016,37.651285587269335,21.23555188619332,8.250394658053745,29.08902034076682,7.853468454573497
29,"Tlaxcala",2016,32.40985533488282,44.12609411791557,10.346808275925031,45.34336567978911,13.46606665322596
30,"Veracruz de Ignacio de la Llave",2016,29.603447274540954,14.489095843144534,5.759565899474052,27.908042698704122,6.084217839527913
31,"Yucatán",2016,31.81990859429756,22.12550495551011,9.045017749107906,28.665748558711208,6.354704777578376
32,"Zacatecas",2016,32.350348709542736,32.659625465848116,6.494811882412978,35.010128813769,16.700944840490514
1,"Aguascalientes",2017,32.34524074308285,17.153880483972024,5.5968169375671435,33.36284382264051,9.158427716018963
2,"Baja California",2017,17.961969140066397,12.417438473036254,5.4578973753577955,19.376979570714713,3.725231541910876
3,"Baja California Sur",2017,36.32651437814045,24.79218317048272,8.617603775836239,34.8681506622297,13.257851962824983
4,"Campeche",2017,45.662196541036,34.29925362299018,15.150590557394436,43.557947852509,11.573367786898526
5,"Coahuila de Zaragoza",2017,24.61257858213412,10.20126612285822,5.052055603701214,19.398598119339916,6.088374701896334
6,"Colima",2017,38.924402390038566,46.147487369633346,8.426932476193915,54.03937651400543,10.567105803481258
7,"Chiapas",2017,26.627236213333255,18.706591582362297,4.471331646515865,31.372322858615398,7.081129301421044
8,"Chihuahua",2017,31.658281378154378,22.22584822781386,5.122786969581488,23.282931253283056,8.158512581185331
9,"Ciudad de México",2017,67.32171624846974,23.62669555798232,14.35504094004632,47.59596715071555,15.404870723960409
10,"Durango",2017,40.12104464208181,15.773616181202025,9.673018982200546,32.8662804054314,12.421035738507518
11,"Guanajuato",2017,30.2546690480871,21.688289759512518,7.262441015361878,31.492585130251054,8.005190664660251
12,"Guerrero",2017,32.51028362524801,44.54600564821217,5.810348562810283,50.328685884532874,7.913141376017814
13,"Hidalgo",2017,25.09255187893499,34.56524214648474,8.66650386180084,40.44368468840392,9.271143666112525
14,"Jalisco",2017,33.69668322049976,16.467934771271185,9.79240830661282,27.916953505694444,5.657017831263797
15,"Estado de México",2017,24.844194459169344,13.041867657129002,5.4622829068739485,24.458691322419288,5.829993591158622
16,"Michoacán de Ocampo",2017,26.282082777759893,17.853179517849792,5.7181002014465525,33.228515615072745,5.7181002014465525
17,"Morelos",2017,20.071326517508567,24.115926319525407,4.904077259945418,39.53596306471461,9.049792057012679
18,"Nayarit",2017,24.559947346066682,41.176413372283406,4.944411841947417,49.44411841947418,10.131991479400446
19,"Nuevo León",2017,12.855225602697999,5.3206867183381,3.1068345523163035,23.366372441372913,3.013815553743959
20,"Oaxaca",2017,34.10825454138271,61.93017851214342,5.156755546213369,47.41759504637151,8.128028979983931
21,"Puebla",2017,31.761668671066523,37.81151032269824,7.5467096891488445,32.66602644373312,12.910486823585215
22,"Querétaro",2017,20.777611381678692,28.847487230812828,13.032385710383288,32.32588199337064,7.327818299788467
23,"Quintana Roo",2017,27.28356594961137,17.379257762423677,6.72745461771239,32.95206937749866,8.65848325798169
24,"San Luis Potosí",2017,31.85085950953243,19.759659762912616,5.885097221806104,30.959178112289084,7.169118433836527
25,"Sinaloa",2017,27.360492358883874,15.759903555889169,7.1163275850303664,30.837419535131588,8.02617768722603
26,"Sonora",2017,40.27942373075923,18.265857701878243,8.407021382195348,35.991505194458796,7.259074687437749
27,"Tabasco",2017,40.41123762129403,37.355263433017065,7.921406777507386,62.76810141974127,9.288553124894449
28,"Tamaulipas",2017,37.76057324146426,20.650313491425766,8.007264415042645,29.33187385720884,8.147742738113568
29,"Tlaxcala",2017,31.99706768656694,44.84096105371001,10.215026303692733,46.41828129178021,13.294556292305982
30,"Veracruz de Ignacio de la Llave",2017,28.029224405814464,12.880550738447106,5.073432867321613,27.014537832350143,6.088119440785936
31,"Yucatán",2017,32.35185622211886,21.99559629832444,9.164831790968517,28.22768191618303,6.140437299948907
32,"Zacatecas",2017,31.660540106725474,31.844613014322714,7.546989211486886,36.814581519448225,17.180138042409173
1,"Aguascalientes",2018,28.08437348204678,17.409445806472874,5.874792412060806,34.532316373333025,10.030133386445279
2,"Baja California",2018,17.52222653257004,12.864778961514146,5.026635488273739,17.948212590898326,3.351090325515827
3,"Baja California Sur",2018,35.784020101284334,22.94844767364974,8.297743791602164,32.93167067292109,12.18731119391568
4,"Campeche",2018,44.349382158315926,33.081124220655234,13.439206714641188,41.764919328577236,10.958122398092046
5,"Coahuila de Zaragoza",2018,23.658875414788618,9.546563763862073,5.395883866530737,19.47626721055473,5.779023549361322
6,"Colima",2018,39.32487475882278,50.63570830149422,9.074971098189872,48.26832453674903,10.521705621089707
7,"Chiapas",2018,23.472874720810285,18.943652339765727,5.320038987258687,32.13591117979234,7.315053607480694
8,"Chihuahua",2018,30.874596028309135,21.405671268975404,4.962467650075752,23.846668869823475,8.315486332559367
9,"Ciudad de México",2018,68.80575397933616,23.657853682977017,14.367251956141724,48.69823738482834,15.816143415921989
10,"Durango",2018,39.587031571610595,16.33577643945417,10.454896921250667,34.19622534659072,11.979569388933056
11,"Guanajuato",2018,30.38969594774084,20.777462909940077,8.239056889543509,31.991734787374302,8.190014884248606
12,"Guerrero",2018,35.15410086637227,50.58223290804034,6.667157060863706,52.042395404841066,8.926276395536531
13,"Hidalgo",2018,24.649515734884005,33.00978217524844,7.066415681736601,40.0430221965074,9.090130970872433
14,"Jalisco",2018,33.438560619862315,16.264127488426677,9.503590913013499,27.746115998912977,5.571070535214809
15,"Estado de México",2018,24.01407168317654,12.75161277121801,5.247215370225342,23.738519591108837,6.12663694065417
16,"Michoacán de Ocampo",2018,26.673774067878764,18.770433603322093,5.233861105517582,33.000650344026525,5.759349168320552
17,"Morelos",2018,23.89370400899363,25.743216662409456,5.998419416483756,42.088909572327694,7.6979715844874885
18,"Nayarit",2018,24.433810324961694,41.361809635065875,4.631245094273785,47.90943200972881,10.140829775392598
19,"Nuevo León",2018,12.502639853576122,5.2980394687441335,3.098161488642763,23.355371222076215,2.914838323634316
20,"Oaxaca",2018,33.902872298204684,62.24069428396109,5.272152927582586,47.058846501755674,8.201126776239578
21,"Puebla",2018,31.008737857933678,36.935743999022044,6.961145233413683,32.24353080399375,12.71836734441879
22,"Querétaro",2018,19.74577990825947,25.614917254262856,7.370544574050769,31.529551788994958,6.915572686763685
23,"Quintana Roo",2018,29.418254026623522,17.01882464350121,5.591899525721826,33.06514502165949,8.570193838334538
24,"San Luis Potosí",2018,31.396485221883243,22.264249385078422,5.840383384003084,31.71505158828341,7.114648849603757
25,"Sinaloa",2018,27.475270645910435,14.655625022144488,6.5064533065344765,31.34049043197052,7.762649737004004
26,"Sonora",2018,38.99834906988937,18.03256995453859,8.166320959079398,36.8984379661261,6.133073699880038
27,"Tabasco",2018,41.21742849352485,35.53363652190088,8.148093385894498,63.11791364292909,9.81745886007776
28,"Tamaulipas",2018,36.84737943554159,19.551670720899622,8.132603775644858,29.745276823248997,8.188306541231466
29,"Tlaxcala",2018,33.82959971274515,46.07057329301478,10.757219206903612,46.81245047969779,9.866966582884004
30,"Veracruz de Ignacio de la Llave",2018,27.364896789402813,12.828777437666309,4.873038379742009,26.10810343599003,5.596287385007854
31,"Yucatán",2018,32.06179049703021,22.370797324199042,9.05700296526277,26.854013792004118,6.158762016378684
32,"Zacatecas",2018,31.417667445207833,27.15558077628429,8.097964670954733,36.22773668585011,13.212468673662984
